name,company,city,state,country,address,state_clean
T5@Portland III,T5 Data Centers,Hillsboro,Oregon,United States,26185 Northeast Evergreen Road 97124 Hillsboro USA,OR
Tallahassee,EdgeConneX,404-408,Florida,United States,1531 Commonwealth Business Dr. Units 404-408 FL 32303 Tallahassee United States,FL
Tampa,Flexential,Tampa,Florida,United States,9417 Corporate Lake Dr FL 33634 Tampa United States,FL
Tampa,365 Data Centers,Tampa,Florida,United States,"655 N Franklin Street, Suite 1000, 10th floor 33602 Tampa United States",FL
Tampa,XO Communications,Tampa,Florida,United States,5904-A Hampton Oaks Pkwy 33610 Tampa United States,FL
Tampa,CenturyLink,Tampa,Florida,United States,7909 Woodland Center Blvd 33614 Tampa United States,FL
Tampa (North Tampa Street),WOW! (Wide Open West),Tampa,Florida,United States,400 North Tampa Street 33602 Tampa United States,FL
Tampa (North Tampa Street),Cogent Communications Inc.,Tampa,Florida,United States,400 N Tampa St 33602 Tampa USA,FL
Tampa 1,Hivelocity,Tampa,Florida,United States,"8010 Woodland Center Blvd, Suite 700 33614 Tampa USA",FL
Tampa 2,Flexential,Tampa,Florida,United States,8350 Parkedge Dr 33637 Tampa USA,FL
Tampa 2,Hivelocity,Tampa,Florida,United States,5908 Hampton Oaks Pkwy 33610 Tampa USA,FL
TAT-14 North CLS,TAT-14 Cable System,Manasquan,New Jersey,United States,600 Sea Girt Ave 08736 Manasquan USA,NJ
TAT14 South CLS,TAT-14 Cable System,Little,New Jersey,United States,17 Cable Dr 08087-2908 Little Egg Harbor Township USA,NJ
TEAM Companies Cedar Falls,TEAM Companies,Cedar,Iowa,United States,1205 Technology Parkway 50613 Cedar Falls United States,IA
TEAM Companies Des Moines,TEAM Companies,Des,Iowa,United States,390 N. Alices Road 50263 Des Moines United States,IA
Teamnet Cedar Falls,Teamnet Technologies,Cedar,Iowa,United States,1205 Technology Pkwy 50613 Cedar Falls United States,IA
Tech Vault Data Center,"Tech Vault, Inc.",South,Vermont,United States,"21 Gregory Drive, Suite 165 05403 South Burlington United States",VT
Technology Solutions of SC Inc,Technology Solutions Of SC Inc,Seneca,South Carolina,United States,301 US-123 Bypass 29678 Seneca USA,SC
Tek Park,DBSi,Breinigsville,Pennsylvania,United States,Hamilton Boulevard 18031 Breinigsville United States,PA
Telecom Center LA,Grubb & Ellis,Los,California,United States,530 West 6th Street 90014 Los Angeles United States,CA
Telepacific,Telepacific,San,California,United States,630 3rd Street 94107 San Francisco United States,CA
TeleSource IDC,TeleSource,Houston,Texas,United States,1301 Fannin Street 77002 Houston United States,TX
TelJet Longhaul Data Center,"TelJet Longhaul, LLC",Williston,Vermont,United States,45 Krupp Dr. 05495 Williston United States,VT
Tellurian Datacenter,Tellurian,Newark,New Jersey,United States,172 Spring Street 07860 Newark United States,NJ
Tempe Data Center 1,Carter Validus Mission Critical REIT,Tempe,Arizona,United States,2601 W Broadway Rd 85282-1099 Tempe USA,AZ
Tempe Data Center 2,Carter Validus Mission Critical REIT,Tempe,Arizona,United States,2005 E Technology Cir 85284 Tempe USA,AZ
Tennessee Data Center,Carter Validus Mission Critical REIT,Franklin,Tennessee,United States,4600 Carothers Pkwy 37067 Franklin USA,TN
Texas 1 Data Center,Data Foundry,Austin,Texas,United States,4100 Smith School Road 78744 Austin United States,TX
The Bunker,Westland Bunker,Montgomery,Texas,United States,550 Club Dr. 77316 Montgomery United States,TX
The ColoHub Data Center,Geneseo Communications,Bettendorf,Iowa,United States,2701 Devils Glen Road 52722 Bettendorf United States,IA
The Dalles,Google,Dalles,Oregon,United States,4200 Columbia Rd OR The Dalles United States,OR
"The Fort  Honolulu, Hawaii",DRFortress,Honolulu,Hawaii,United States,3375 Koapaka Street 96819 Honolulu United States,HI
The Franklin Exchange Tampa,The Wilson Company,Tampa,Florida,United States,655 N Franklin Street 33602 Tampa United States,FL
The Hub,"Rudin Management Company, Inc.",New,New York,United States,"32 Avenue of the Americas, 24th Floor 10013 New York United States",NY
The Karcher Group Data Center,The Karcher Group,North,Ohio,United States,5590 Lauby Rd 44720 North Canton United States,OH
The Mission Street Center,"UnitedLayer, Inc.",San,California,United States,1019 Mission Street 94107 San Francisco United States,CA
The Planet 1700 Summit,SoftLayer Technologies (IBM Cloud),Plano,Texas,United States,1700 Summit Ave 75074 Plano United States,TX
The Planet 855 Greens Pkwy,SoftLayer Technologies (IBM Cloud),Houston,Texas,United States,855 Greens Parkway 77067 Houston United States,TX
The Planet Dallas,SoftLayer Technologies (IBM Cloud),Dallas,Texas,United States,"1333 North Stemmons Freeway, Suite 110 75207 Dallas United States",TX
The Planet Houston,SoftLayer Technologies (IBM Cloud),Houston,Texas,United States,"835 Greens Parkway, Suite 150 77002 Houston United States",TX
The Pyramid Campus,Switch,Caledonia,Michigan,United States,6100 E Paris Ave SE 49316-9790 Caledonia USA,MI
Thornton Colorado Data Center,The Morgan Reed Group,Thornton,Colorado,United States,12121 Grant Street 80241 Thornton United States,CO
Toledo,CenturyLink,Toledo,Ohio,United States,639 Oliver St 43609 Toledo USA,OH
Tonaquint Data Center,Tonaquint Data Center,Saint,Utah,United States,912 West 1600 South 84770 Saint George United States,UT
Totowa,CyrusOne,Totowa,New Jersey,United States,Madison Rd 50 07512 Totowa Boro United States,NJ
Transit America Data Center,Transit America Data Center,Houston,Texas,United States,1415 Louisiana St 77002 Houston USA,TX
Transtelco El Paso,Transtelco,Paso,Texas,United States,500 W Overland Avenue 79901 El Paso United States,TX
Travelport Data Center,Travelport,CO,Colorado,United States,Secret location 80111 CO United States,CO
Tucson,Involta,Tucson,Arizona,United States,P.O. Box 1365 AZ 85702 Tucson United States,AZ
Tucson (South Country Club Road),Copper State Communications,Tucson,Arizona,United States,1919 S Country Club Rd 85713-2109 Tucson USA,AZ
Tucson (South Evans Boulevard),CenturyLink,Tucson,Arizona,United States,3836 S Evans Blvd 85714 Tucson United States,AZ
Tukwila,CoreLink,Tukwila,Washington,United States,12201 Tukwila Intl. Blvd. 98168 Tukwila United States,WA
Tulsa,Crown Castle,Tulsa,Oklahoma,United States,738 S Elgin Ave 74120 Tulsa USA,OK
Tulsa 1,TierPoint,Tulsa,Oklahoma,United States,322 E Archer St 74120 Tulsa USA,OK
Tulsa 2,TierPoint,Tulsa,Oklahoma,United States,12151 E State Farm Blvd S 74146 Tulsa USA,OK
TulsaConnect (DC1) Oklahoma,TulsaConnect,Tulsa,Oklahoma,United States,321 S. Boston Ave 74103 Tulsa United States,OK
TulsaConnect (DC2) Oklahoma,TulsaConnect,Tulsa,Oklahoma,United States,110 W. 7th St 74119 Tulsa United States,OK
TulsaConnect (DC3) Oklahoma,TulsaConnect,Tulsa,Oklahoma,United States,4500 S. 129th E Ave 74134 Tulsa United States,OK
Tyler Vault.com Data Center,Tyler Vault.com,Tyler,Texas,United States,110 N College Ave 75702 Tyler United States,TX
UBS AG,UBS AG,Stamford,Connecticut,United States,677 Washington Blvd 06901 Stamford USA,CT
Ultra Green Center,DTS-Net,Newton,North Carolina,United States,4005 Rocky Ford Road 28658 Newton United States,NC
Umatilla,Amazon,Umatilla,Oregon,United States,500 Willamette St 97882 Umatilla USA,OR
Union Station,Global Access Point,South,Indiana,United States,506 W South St. 46601 South Bend United States,IN
UnitedLayer San Francisco,"UnitedLayer, Inc.",San,California,United States,60 Federal St 94107 San Francisco United States,CA
University of Wisconsin-Madison,University of Wisconsin-Madison,Madison,Wisconsin,United States,53706 Madison United States www.wisc.edu,WI
University Park,Penn State,Park,Pennsylvania,United States,University Park PA 16801 State College United States,PA
Untangled Technology Data Center,Untangled Technology,Canton,Ohio,United States,401 West Tuscarawas St. 44702 Canton United States,OH
"Upload, Inc","Upload, Inc",Marina,California,United States,4505 Glencoe Ave 90292-6372 Marina Del Rey USA,CA
US Bank Building,Kiemle & Hagood,Spokane,Washington,United States,428 West Riverside 99201 Spokane United States,WA
US Internet Data Center,US Internet,Minnetonka,Minnesota,United States,12450 Wayzata Blvd. 55305 Minnetonka United States,MN
US Secure Hosting Center,US Secure Hosting Center (USSHC),Monticello,Iowa,United States,117 E. First Street 52310 Monticello United States,IA
US Signal Grand Rapids,US SIGNAL,Grand,Michigan,United States,400 76th St SW 49509 Grand Rapids United States,MI
US Signal Oak Brook,US SIGNAL,Oak,Illinois,United States,810 Jorie Blvd. 60523 Oak Brook United States,IL
US Signal Southfield,US SIGNAL,Southfield,Michigan,United States,21648 Melrose Ave 48075 Southfield United States,MI
USNX Data Center,U.S. NetworX,Jackson,Mississippi,United States,6360 I-55 North 39211 Jackson United States,MS
V1,Vantage Data Centers,Avenue,California,United States,2625 Walsh Avenue CA 95051 Santa Clara United States,CA
V2,Vantage Data Centers,Avenue,California,United States,2565 Walsh Avenue CA 95051 Santa Clara United States,CA
V3,Vantage Data Centers,Parkway,California,United States,2880 Northwestern Parkway CA 95051 Santa Clara United States,CA
V5,Vantage Data Centers,Santa,California,United States,Northwestern Pkwy 95051 Santa Clara USA,CA
V6,Vantage Data Centers,Santa,California,United States,2895 Northwestern Pkwy 95051 Santa Clara USA,CA
Valley Forge,DBSi,Audubon,Pennsylvania,United States,1000 Adams Avenue 19403 Audubon United States,PA
Valley Forge,TierPoint,Norristown,Pennsylvania,United States,Adams Ave 19401 Norristown USA,PA
Van Buren Data Center,American Internet Services (AIS),Phoenix,Arizona,United States,120 E Van Buren St 85004 Phoenix United States,AZ
Vaultas Alexandria,Vaultas,Alexandria,Minnesota,United States,Alexandria 56308 Alexandria United States,MN
Vaultas Milwaukee,Vaultas,Milwaukee,Wisconsin,United States,Blatz Brewery Complex 53202 Milwaukee United States,WI
Vaultas St. Cloud,Vaultas,St.,Minnesota,United States,St. Cloud 56301 St. Cloud United States,MN
Vegas,VegasNAP,Las,Nevada,United States,"1110 Palms Airport Drive, Suite 110 89119 Las Vegas United States",NV
Vernon Data Center,Vernon Data Center,Vernon,California,United States,5001 S. Soto Street 90058 Vernon United States,CA
Vienna (Gallows Road),Cogent Communications Inc.,Vienna,Virginia,United States,1921 Gallows Rd 22182 Vienna USA,VA
Vineyard Data Center Park,Vineyard Data Center Park,Colorado,Colorado,United States,3819 Janitell Road 80906 Colorado Springs United States,CO
Virginia,Evocative,Reston,District of Columbia,United States,1807 Michael Faraday Ct 20190-5303 Reston USA,DC
Virginia Beach,ACA International (Assured Communications Advisors International),Virginia,Virginia,United States,Corporate Landing Pkwy 23454 Virginia Beach USA,VA
Virginia Beach,Telefonica,Virginia,Virginia,United States,Corporate Landing Pkwy 23454 Virginia Beach USA,VA
Virginia Beach,Globalinx,Virginia,Virginia,United States,Corporate Landing Pkwy 23454 Virginia Beach USA,VA
VISI Data Center Eden Prairie,VISI,Eden,Minnesota,United States,10290 West 70th Street 55344 Eden Prairie United States,MN
VISI Data Center St. Paul,VISI,St.,Minnesota,United States,180 East 5th Street 55101 St. Paul United States,MN
Visual Link Internet,Visual Link Internet,Winchester,Virginia,United States,2308 Middle Rd 22601-2718 Winchester USA,VA
Volico Broward,Volico,Pompano,Florida,United States,500 Green Road 33064 Pompano United States,FL
Volico Miami,Volico,Miami,Florida,United States,200 SE 1st St. 33131 Miami United States,FL
Volico Miami #2,Volico,Miami,Florida,United States,100 N. Biscayne Blvd 33132 Miami United States,FL
Voonami Orem Data Center,Voonami,Orem,Utah,United States,"510 East Technology Avenue, Bldg C, S UT 84097 Orem United States",UT
Voonami Salt Lake City Data Center,Voonami,West,Utah,United States,2302 South Presidents Drive 84120 West Valley City United States,UT
W Capovilla Ave 5225,Cyxtera,Las,Nevada,United States,W Capovilla Ave 5225 89118 Las Vegas United States,NV
Wachovia,"CXP CyberXpress, Inc.",Jacksonville,Florida,United States,8324 Baymeadows Way 32256 ? Jacksonville United States,FL
Waco,Clearview International,Ave.,Texas,United States,700 Austin Ave. TX 76701 Waco United States,TX
Waco,Grande Communications Networks LLC,Waco,Texas,United States,7200 Imperial Dr 76712-6623 Waco USA,TX
Waco,Crown Castle,Waco,Texas,United States,3311 Clay Ave 76711 Waco USA,TX
Waco Data Center,Carter Validus Mission Critical REIT,Waco,Texas,United States,700 Austin Ave 76701-2020 Waco USA,TX
Wall,TATA Communications,Wall,New Jersey,United States,1400 Wall Church Rd 07719 Wall Township USA,NJ
Walla Walla,OneEighty Networks,Walla,Washington,United States,1 West Alder 99362 Walla Walla United States,WA
Waltham Data Center,New England Data Services,Waltham,Massachusetts,United States,305 Winter Street 02451 Waltham United States,MA
Wappingers Falls,CyrusOne,Wappingers,New York,United States,Myers Corners Rd 155 12590 Wappingers Falls United States,NY
Washington,CenturyLink,Washington,District of Columbia,United States,1120 Vermont Ave NW 20005 Washington USA,DC
Washington (Connecticut Ave.),XO Communications,Washington,District of Columbia,United States,"4301 Connecticut Ave NW, 1st floor 20008 Washington USA",DC
Washington (L Street),XO Communications,Washington,District of Columbia,United States,"1220 L St NW, 2nd floor 20005 Washington USA",DC
Washington (Vermont Ave.),XO Communications,Washington,District of Columbia,United States,1120 Vermont Ave NW 20005 Washington USA,DC
Washington 1,Equinix,Ashburn,District of Columbia,United States,"21711 Filigree Ct, Suite C 20147 Ashburn United States",DC
Washington 11,Equinix,Ct.,Virginia,United States,21731 Filigree Ct. VA 20147 Ashburn United States,VA
Washington 12,Equinix,Ashburn,District of Columbia,United States,Performance Circle 20147 Ashburn USA,DC
Washington 13,Equinix,Ashburn,District of Columbia,United States,Uunet Dr 21830 20147 Ashburn United States,DC
Washington 14,Equinix,Manassas,District of Columbia,United States,Infantry Ridge Rd 7400 20109 Manassas United States,DC
Washington 2,Equinix,Ashburn,District of Columbia,United States,21715 Filigree Ct 20147 Ashburn United States,DC
Washington 4,Equinix,Ashburn,District of Columbia,United States,21691 Filigree 20147 Ashburn United States,DC
Washington 5,Equinix,Ashburn,District of Columbia,United States,21701 Filigree Ct 20147 Ashburn USA,DC
Washington 6,Equinix,Ashburn,District of Columbia,United States,21721 Filigree Ct 20147 Ashburn United States,DC
Washington 7,Equinix,Vienna,Virginia,United States,7990 Science Applications Court 22182 Vienna United States,VA
Washington 8,Equinix,Vienna,Virginia,United States,8502A Tyco Rd VA 22180 Vienna United States,VA
Washington DC,CenturyLink,McLean,Virginia,United States,1755-1757 Old Meadow Road 22102 McLean United States,VA
Washington DC (Hornbaker Road),Iron Mountain,Manassas,District of Columbia,United States,9651 Hornbaker Rd 20109-3976 Manassas USA,DC
Washington DC (M Street Northwest),Zayo Group LLC,Washington,District of Columbia,United States,"2100 M St NW, floor 1 20037 Washington USA",DC
Washington DC 1,CoreSite,Washington,District of Columbia,United States,"1275 K Street, NW, Suite 700A 20005 Washington United States",DC
Washington DC 2,CoreSite,Washington,District of Columbia,United States,1099 14th St NW 20005 Washington USA,DC
Washington Dulles Gateway,Sentinel,Sterling,,United States,Dulles Greenway Sterling USA,VA
Washington State 1,Actapio Inc,Wenatchee,Washington,United States,98801 Wenatchee USA Technical summary,WA
Washington State 2,Actapio Inc,Wenatchee,Washington,United States,98801 Wenatchee USA Technical summary,WA
"Washington, DC (Vermont Avenue Northwest)",Cogent Communications Inc.,Washington,District of Columbia,United States,1120 Vermont Ave NW 20005 Washington USA,DC
Waterbury,TierPoint,Waterbury,Connecticut,United States,108 Bank St 06702 Waterbury USA,CT
Waveform Troy Datacenter,Waveform Technology,Troy,Michigan,United States,319 Executive Dr 48083 Troy United States,MI
Waymark Plano,Waymark Communications,Plano,Texas,United States,5800 Granite Parkway 75024 Plano United States,TX
Wazee,Flexential,Denver,Colorado,United States,501 Wazee St CO 80204 Denver United States,CO
